n_const,first_name,last_name,birth_year,death_year
nm0001895,Glenn,Miller,1904,1944
nm0001896,John,W.Brown,1882,1949
nm0001897,John,M.Davis,\N,NULL
nm0001898,Bryan,Adams,1959,NULL
nm0001899,Remi,Adefarasin,\N,NULL
nm0001900,Danny,Aiello,1957,2010
nm0001901,Chantal,Akerman,1950,2015
nm0001902,Edward,Albert,1951,2006
nm0001903,Norma,Aleandro,1936,NULL
nm0001904,Corey,Allen,1934,2010
nm0001905,Yves,Allégret,1905,1987
nm0001906,Kirk,Alyn,1910,1999
nm0001907,Eric,Ambler,1909,1998
nm0001908,Gilbert,M.'Broncho,1880,1971
nm0001909,Bjí¶rn,Andrésen,1955,NULL
nm0001910,Kenneth,Anger,1927,NULL
nm0001911,Philip,Anglim,1952,NULL
nm0001912,Paul,Anka,1941,NULL
nm0001913,Little,Oral,1960,NULL
nm0001914,Adam,Ant,1954,NULL
nm0001915,Emile,Ardolino,1943,1993
nm0001916,Arletty,,1898,1992
nm0001917,Pedro,Armendí¡riz,1940,2011
nm0001918,Louis,Armstrong,1901,1971
nm0001919,Peggy,Ashcroft,1907,1991
nm0001920,Isaac,Asimov,1920,1992
nm0001921,Paul,Attanasio,1959,NULL
nm0001922,Jean-Pierre,Aumont,1911,2001
nm0001923,Margaret,Avery,1944,NULL
nm0001924,Hoyt,Axton,1938,1999
nm0001925,Johann,Sebastian,1685,1750
nm0001926,Joan,Baez,1941,NULL
nm0001927,Josephine,Baker,1906,1975
nm0001928,Roy,Ward,1916,2010
nm0001929,Josiane,Balasko,1950,NULL
nm0001930,Russell,Banks,1940,NULL
nm0001931,Binnie,Barnes,1903,1998
nm0001932,Richard,Barthelmess,1895,1963
nm0001933,Geoffrey,Bayldon,1924,2017
nm0001934,Kabir,Bedi,1946,NULL
nm0001935,Noah,Beery,1882,1946
nm0001936,Roxanne,Blaze,1974,NULL
nm0001937,Marco,Beltrami,1966,NULL
nm0001938,Richard,Belzer,1944,NULL
nm0001939,Maurice,Benard,1963,NULL
nm0001940,Peter,Benchley,1940,2006
nm0001941,Iris,Berben,1950,NULL
nm0001942,Luca,Bercovici,1957,NULL
nm0001943,Marisa,Berenson,1947,NULL
nm0001944,Edgar,Bergen,1903,1978
nm0001945,ClaudeBerri,,1934,2009
nm0001946,Chuck,Berry,1926,2017
nm0001947,Turhan,Bey,1922,2012
nm0001948,Charles,Bickford,1891,1967
nm0001949,Andrew,Birkin,1945,NULL
nm0001950,Steve,Bisley,1951,NULL
nm0001951,Bjí¶rk,,1965,NULL
nm0001952,Rubén,Blades,1948,NULL
nm0001953,Moritz,Bleibtreu,1971,NULL
nm0001954,Claire,Bloom,1931,NULL
nm0001955,Ann,Blyth,1928,NULL
nm0001956,John,Wayne,1967,NULL
nm0001957,Lloyd,Bochner,1924,2005
nm0001958,Dirk,Bogarde,1921,1999
nm0001959,Corinne,Bohrer,1958,NULL
nm0001960,Romane,Bohringer,1973,NULL
nm0001961,Ray,Bolger,1904,1987
nm0001962,Lizzie,Borden,1958,NULL
nm0001963,Jesse,Borrego,1962,NULL
nm0001964,Rob,Bottin,1959,NULL
nm0001965,í‰lodie,Bouchez,1973,NULL
nm0001966,Clara,Bow,1905,1965
nm0001967,Peter,Boyle,1935,2006
nm0001968,Elizabeth,Bracco,1957,NULL
nm0001969,Ray,Bradbury,1920,2012
nm0001970,Klaus,Maria,1943,NULL
nm0001971,Ewen,Bremner,1972,NULL
nm0001972,Richard,Briers,1934,2013
nm0001973,Christie,Brinkley,1954,NULL
nm0001974,Blair,Brown,1946,NULL
nm0001975,Roscoe,Lee,1922,2007
nm0001976,Horst,Buchholz,1933,2003
nm0001977,Charles,Bukowski,1920,1994
nm0001978,Emma,Bunton,1976,NULL
nm0001979,Tom,Burlinson,1956,NULL
nm0001980,Carter,Burwell,1955,NULL
nm0001981,Spring,Byington,1886,1971
nm0001982,Sebastian,Cabot,1918,1977
nm0001983,Rory,Calhoun,1922,1999
nm0001984,Naomi,Campbell,1970,NULL
nm0001985,Christy,Canyon,1966,NULL
nm0001986,Truman,Capote,1924,1984
nm0001987,Tantoo,Cardinal,1950,NULL
nm0001988,Marc,Caro,1956,NULL
nm0001989,Leslie,Caron,1931,NULL
nm0001990,Elpidia,Carrillo,1961,NULL
nm0001991,Leo,G.Carroll,1886,1972
nm0001992,Johnny,Carson,1925,2005
nm0001993,Vincent,Cassel,1966,NULL
nm0001994,Michael,Caton-Jones,1957,NULL
nm0001995,George,Chakiris,1934,NULL
nm0001996,Jeff,Chandler,1918,1961
nm0001997,Patricia,Charbonneau,1959,NULL
nm0001998,Cyd,Charisse,1922,2008
nm0001999,Maury,Chaykin,1949,2010
nm0002000,Leslie,Cheung,1956,2003
nm0002001,Maurice,Chevalier,1888,1972
nm0002002,Shin'ichi,Chiba,1939,NULL
